junit,https://junit.org/junit5/
mockito,https://site.mockito.org/
apache commons,https://commons.apache.org/proper/commons-lang/
log4j,https://logging.apache.org/log4j/2.x/
spring framework,https://spring.io/projects/spring-framework
hibernate,https://hibernate.org/
maven plugins,https://maven.apache.org/plugins/
slf4j,http://www.slf4j.org/
jacoco,https://www.jacoco.org/jacoco/trunk/index.html
selenium,https://www.selenium.dev/
