Gin,https://gin-gonic.com/
Gorm,https://gorm.io/
Beego,https://beego.vip/
Echo,https://echo.labstack.com/
Fiber,https://gofiber.io/
Chi,https://github.com/go-chi/chi
Go kit,https://gokit.io/
Revel,https://revel.github.io/
Gorilla Mux,https://github.com/gorilla/mux
Zap,https://pkg.go.dev/go.uber.org/zap
