serde,https://serde.rs/
rocket,https://rocket.rs/
tokio,https://tokio.rs/
actix-web,https://actix.rs/
diesel,https://diesel.rs/
wasm-bindgen,https://rustwasm.github.io/wasm-bindgen/
rayon,https://github.com/rayon-rs/rayon
reqwest,https://docs.rs/reqwest/
async-std,https://async.rs/
clap,https://clap.rs/
